handle,dc.collection,dc.identifier,dc.title,dc.creator,dc.publisher,dc.contributor,dc.rights,dc.description,dc.coverage.spatial,dc.coverage.temporal,dc.note,dc.note.internal,dc.relation.other,dc.date.issued,dc.location,dc.language,dc.type,dc.format,dc.format.numberofscans,dc.format.numberofpages,dc.identifier.projectcode,dc.identifier.other,dc.catalogedby,dc.validatedby,dc.date.cataloged,dc.date.validated,dc.date.acquisition,dc.subject,dc.source,dc.relation,dc.rights.holder,dc.provenance,dcterms.accrualMethod,URL
123456789/29537,"City, Society, and Economy / Households and Families / Fabiato / Documents",AFMFB070153,Letter from Elena Pecci to Aurora Fabiato about her daily life and the wedding of her late brother’s daughter.,,,,Open Access,,,,,,,1936-10-22,SALT Research,İtalyanca - Italian,Mektup - Letter,Handwritten,3,,,82765,Emiliano Bugatti,,2011-00-00,,,From Rome,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/29537
123456789/29538,"City, Society, and Economy / Households and Families / Fabiato / Documents",AFMFB070161,"Letter from Elena Pecci to Aurora Fabiato about the new nun who attends to her mother, Easter holidays and Aurora Fabiato petition to the King Victor Emmanuel III of Italy in order to facilitate the obtainment of Italian citizenship.",,,,Open Access,,,,,,,1937-03-08,SALT Research,İtalyanca - Italian,Mektup - Letter,Handwritten,4,,,82773,Emiliano Bugatti,,2011-00-00,,,From Rome,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/29538
123456789/30545,"City, Society, and Economy / Households and Families / Fabiato / Documents",AFMFB070159,"Letter from Elena Pecci to Aurora Fabiato about the visit of a niece in Rome, the leaving of the nun who attended to her mother and three postcards sent from Istanbul.",,,,Open Access,,,,,,,1937-02-04,SALT Research,İtalyanca - Italian,Mektup - Letter,Handwritten,4,,,82771,Emiliano Bugatti,,2011-00-00,,,From Rome,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/30545
123456789/30547,"City, Society, and Economy / Households and Families / Fabiato / Documents",AFMFB070167,Letter from Elena Pecci to Aurora Fabiato about her health conditions and the holiday in Pistoia. In the letter is mentioned the death of Guglielmo Marconi.,,,,Open Access,,,,,,,1937-07-27,SALT Research,İtalyanca - Italian,Mektup - Letter,Handwritten,4,,,82779,Emiliano Bugatti,,2011-00-00,,,From Pistoia,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/30547
123456789/29539,"City, Society, and Economy / Households and Families / Fabiato / Documents",AFMFB070172,Letter from Elena Pecci to Aurora Fabiato about Aurora Fabiato’s difficoulties in obtaining Italian citizenship.,,,,Open Access,,,,,,,1937-12-16,SALT Research,İtalyanca - Italian,Mektup - Letter,Handwritten,4,,,82784,Emiliano Bugatti,,2011-00-00,,,From Rome,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/29539
123456789/29540,"City, Society, and Economy / Households and Families / Fabiato / Documents",AFMFB070173,Letter from Elena Pecci to Aurora Fabiato about Christmas festivities and Aurora Fabiato’s Italian citizenship attainment process.,,,,Open Access,,,,,,,1938-01-13,SALT Research,İtalyanca - Italian,Mektup - Letter,Handwritten,4,,,82785,Emiliano Bugatti,,2011-00-00,,,From Rome,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/29540
123456789/29541,"City, Society, and Economy / Households and Families / Fabiato / Documents",AFMFB070181,"Letter from Elena Pecci to Gemma Fabiato about her terrace works in Rome, troubles during the wheat harvest and silk production and about difficulties to solve Aurora's Italian nationality status.",,,,Open Access,,,,,,,1938-06-14,SALT Research,İtalyanca - Italian,Mektup - Letter,Handwritten,2,,,82793,Emiliano Bugatti,,2011-00-00,,,From Rome,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/29541
123456789/30548,"City, Society, and Economy / Households and Families / Fabiato / Documents",AFMFB070168,Letter from Elena Pecci to Aurora Fabiato about her health conditions and the visit to her mother in Pistoia.,,,,Open Access,,,,,,,1937-08-20,SALT Research,İtalyanca - Italian,Mektup - Letter,Handwritten,4,,,82780,Emiliano Bugatti,,2011-00-00,,,From Borgo a Buggiano (Pistoia),,,,,Purchase,https://archives.saltresearch.org/handle/123456789/30548
123456789/30549,"City, Society, and Economy / Households and Families / Fabiato / Documents",AFMFB070171,"Letter from Elena Pecci to Aurora Fabiato about her health conditions, the nun who attends to her mother and Aurora Fabiato’s Italian citizenship attainment process.",,,,Open Access,,,,,,,1937-11-20,SALT Research,İtalyanca - Italian,Mektup - Letter,Handwritten,4,,,82783,Emiliano Bugatti,,2011-00-00,,,From Rome,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/30549
123456789/29542,"City, Society, and Economy / Households and Families / Fabiato / Documents",AFMFB070183,"Letter from Elena Pecci to Aurora Fabiato about her health conditions, her housekeeper and works in her flat in Rome.",,,,Open Access,,,,,,,1938-09-01,SALT Research,İtalyanca - Italian,Mektup - Letter,Handwritten,2,,,82795,Çiçek İlengiz,,2011-00-00,,,From Borgo a Buggiano (Pistoia),,,,,Purchase,https://archives.saltresearch.org/handle/123456789/29542
123456789/29543,"City, Society, and Economy / Households and Families / Fabiato / Documents",AFMFB070184,"Letter from Elena Pecci to Aurora Fabiato about her health conditions, house renovation in Rome and her housekeeper.",,,,Open Access,,,,,,,1938-08-12,SALT Research,İtalyanca - Italian,Mektup - Letter,Handwritten,7,,,82796,Emiliano Bugatti,,2011-00-00,,,From Borgo a Buggiano (Pistoia),,,,,Purchase,https://archives.saltresearch.org/handle/123456789/29543
123456789/30550,"City, Society, and Economy / Households and Families / Fabiato / Documents",AFMFB070175,Letter from Elena Pecci to Aurora Fabiato about Aurora Fabiato’s difficulties in obtaining Italian citizenship.,,,,Open Access,,,,,,,1938-03-06,SALT Research,İtalyanca - Italian,Mektup - Letter,Handwritten,4,,,82787,Emiliano Bugatti,,2011-00-00,,,From Rome,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/30550
123456789/30551,"City, Society, and Economy / Households and Families / Fabiato / Documents",AFMFB070180,"Letter from Elena Pecci to Aurora Fabiato about Elena's holiday in Pistoia, her health condition and house renovation.",,,,Open Access,,,,Probably the letter was written from Borgo a Buggiano (Pistoia).,,,1938-06-01,SALT Research,İtalyanca - Italian,Mektup - Letter,Handwritten,2,,,82792,Emiliano Bugatti,,2011-00-00,,,From Rome,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/30551
123456789/29544,"City, Society, and Economy / Households and Families / Fabiato / Documents",AFMFB070191,Letter from Elena Pecci to Aurora Fabiato concerning an Elena Pecci's niece engagement and a possible solution to solve Aurora’s troubles in obtaining Italian nationality status.,,,,Open Access,,,,,,,1938-12-16,SALT Research,İtalyanca - Italian,Mektup - Letter,Handwritten,6,,,82803,Emiliano Bugatti,,2011-00-00,,,From Rome,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/29544
123456789/29545,"City, Society, and Economy / Households and Families / Fabiato / Documents",AFMFB070192,Letter from Elena Pecci to Aurora Fabiato about her mother death.,,,,Open Access,,,,,,,1938-12-23,SALT Research,İtalyanca - Italian,Mektup - Letter,Handwritten,1,,,82804,Emiliano Bugatti,,2011-00-00,,,From Pistoia,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/29545
123456789/30552,"City, Society, and Economy / Households and Families / Fabiato / Documents",AFMFB070188,Letter from Elena Pecci to Aurora Fabiato about the engagement between Marshal Badoglio's daughter Maria and Elena Pecci’s nephew Antonio Niccolai Lazzerini and about a quarrel among her relatives regarding family property and about her relatives’ health conditions.,,,,Open Access,,,,,,,1938-11-13,SALT Research,İtalyanca - Italian,Mektup - Letter,Handwritten,4,,,82800,Emiliano Bugatti,,2011-00-00,,,From Rome,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/30552
123456789/30553,"City, Society, and Economy / Households and Families / Fabiato / Documents",AFMFB070195,"Letter from Luisa Pandolfi, Elena Pecci's sister to Aurora Fabiato about her mother death.",,,,Open Access,,,,,,,1939-01-09,SALT Research,İtalyanca - Italian,Mektup - Letter,Handwritten,3,,,82807,Emiliano Bugatti,,2011-00-00,,,From Florence.,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/30553
123456789/29546,"City, Society, and Economy / Households and Families / Fabiato / Documents",AFMFB070196,Letter from Elena Pecci to her 'niece' Aurora Fabiato about how to obtain Aurora's Italian nationality status.,,,,Open Access,,,,It is mentioned Maria Badoglio Elena Pecci's nephew's fiancé and Pietro Badoglio's niece.,,,1939-01-15,SALT Research,İtalyanca - Italian,Mektup - Letter,Handwritten,4,,,82808,Emiliano Bugatti,,2011-00-00,,,From Rome,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/29546
123456789/29547,"City, Society, and Economy / Households and Families / Fabiato / Documents",AFMFB070202,Letter from Aurora Fabiato to Elena Pecci about a photo of Pope Leo XIII sent as present to her aunt.,,,,Open Access,,,,In the letter is mentioned the departure of Marshal Badoglio to Tripoli (Libya).,,,1939-02-20,SALT Research,Fransızca - French,Mektup - Letter,Handwritten,2,,,82814,Çiçek İlengiz,,2011-00-00,,,From Prinkipo  (Büyükada); Istanbul,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/29547
123456789/30554,"City, Society, and Economy / Households and Families / Fabiato / Documents",AFMFB070197,Letter from Aurora Fabiato to Elena Pecci about Elena's nephew wedding.,,,,Open Access,,,,,,,1939-01-20,SALT Research,Fransızca - French,Mektup - Letter,Typewritten,4,,,82809,Çiçek İlengiz,,2011-00-00,,,From Prinkipo  (Büyükada); Istanbul,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/30554
123456789/30555,"City, Society, and Economy / Households and Families / Fabiato / Documents",AFMFB070198,Letter from Aurora Fabiato to Elena Pecci concerning Aurora’s troubles in obtaining Italian nationality status.,,,,Open Access,,,,,,,1939-01-24,SALT Research,Fransızca - French,Mektup - Letter,Handwritten,4,,,82810,Emiliano Bugatti,,2011-00-00,,,From Prinkipo  (Büyükada); Istanbul,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/30555
123456789/30556,"City, Society, and Economy / Households and Families / Fabiato / Documents",AFMFB070201,Letter from Aurora Fabiato to Elena Pecci about her Italian citizenship attainment process.,,,,Open Access,,,,,,,1939-02-17,SALT Research,Fransızca - French,Mektup - Letter,Typewritten,3,,,82813,Çiçek İlengiz,,2011-00-00,,,From Prinkipo  (Büyükada); Istanbul.,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/30556
123456789/29548,"City, Society, and Economy / Households and Families / Fabiato / Documents",AFMFB070203,Letter from Elena Pecci to Aurora Fabiato about some problems to solve Italian nationality.,,,,Open Access,,,,"It is mentioned both Marshal Badoglio's daughter (Maria) wedding (12th of April 1939) and Mario Badoglio, General Consul of Italy in Istanbul and Marshal Badoglio's first-born son.",,,1939-02-28,SALT Research,İtalyanca - Italian,Mektup - Letter,Handwritten,6,,,82815,Emiliano Bugatti,,2011-00-00,,,From Rome,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/29548
123456789/29549,"City, Society, and Economy / Households and Families / Fabiato / Documents",AFMFB070205,Draft letter from Aurora Fabiato to Elena Pecci about her health conditions.,,,,Open Access,,,,,,,1939-03-06,SALT Research,Fransızca - French,Mektup - Letter,Handwritten,2,,,82817,Emiliano Bugatti,,2011-00-00,,,From Prinkipo  (Büyükada); Istanbul,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/29549
123456789/29550,"City, Society, and Economy / Households and Families / Fabiato / Documents",AFMFB070210,"Letter from Elena Pecci to Aurora Fabiato about the wedding ceremony in Santa Maria della Vittoria of Marshal Badoglio's daughter Maria and Elena Pecci’s nephew, Antonio Niccolai Lazzerini, and their honey moon  furthermore the letter deals with troubles concerning the inheritance among the heirs after Elena Pecci’s mother death.",,,,Open Access,,,,,,,1939-04-27,SALT Research,İtalyanca - Italian,Mektup - Letter,Handwritten,4,,,82822,Emiliano Bugatti,,2011-00-00,,,From Rome,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/29550
123456789/30558,"City, Society, and Economy / Households and Families / Fabiato / Documents",AFMFB070211,"Letter from Elena Pecci to Aurora Fabiato about Antonio Niccolai Lazzarini and his wife, Maria Badoglio’s visit to Istanbul as stage of their honeymoon together with Maria Badoglio’s brother Mario Badoglio, General Consul of Italy in Istanbul. It is mentioned the death of Elena Pecci's close friend 'Commendatore' Salamone.",,,,Open Access,,,,,,,1939-05-06,SALT Research,İtalyanca - Italian,Mektup - Letter,Handwritten,3,,,82823,Emiliano Bugatti,,2011-00-00,,,From Rome,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/30558
123456789/30559,"City, Society, and Economy / Households and Families / Fabiato / Documents",AFMFB070221,"Draft letter from Aurora Fabiato to Elena Pecci about a possible solution to solve Aurora’s troubles in obtaining Italian nationality status thanks to the help of Antonio Niccolai Lazzarini, Elena Pecci’s nephew and Mario Badoglio, General Consul of Italy in Istanbul.",,,,Open Access,,,,The letter is incomplete.,,,1939-10-18,SALT Research,Fransızca - French,Mektup - Letter,Typewritten,2,,,82833,Emiliano Bugatti,,2011-00-00,,,From Prinkipo  (Büyükada); Istanbul,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/30559
123456789/30560,"City, Society, and Economy / Households and Families / Fabiato / Documents",AFMFB070222,"Letter from Elena Pecci to Aurora Fabiato about some troubles among the heirs, especially with her brother, Antonio Niccolai Lazzerini’s father, after Elena Pecci’s mother death and about Aurora Fabiato’s citizenship attainment process.",,,,Open Access,,,,,,,1939-10-27,SALT Research,İtalyanca - Italian,Mektup - Letter,Handwritten,3,,,82834,Emiliano Bugatti,,2011-00-00,,,From Rome,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/30560
123456789/29552,"City, Society, and Economy / Households and Families / Fabiato / Documents",AFMFB070220,Draft letter from Aurora Fabiato to Elena Pecci about a possible solution to solve Aurora’s troubles in obtaining Italian nationality status and Aurora’s plan for a journey to Italy.,,,,Open Access,,,,The letter is incomplete.,,,1939-10-12,SALT Research,Fransızca - French,Mektup - Letter,Handwritten,2,,,82832,Emiliano Bugatti,,2011-00-00,,,,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/29552
123456789/29553,"City, Society, and Economy / Households and Families / Fabiato / Documents",AFMFB070223,Copy of Aurora Fabiato’s letter of 4th of November 1939 about the obtainment of Italian citizenship issue.,,,,Open Access,,,,,,,,SALT Research,Fransızca - French,Mektup - Letter,Handwritten,2,,,82835,Emiliano Bugatti,,2011-00-00,,,,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/29553
123456789/29554,"City, Society, and Economy / Households and Families / Fabiato / Documents",AFMFB070235,Greeting postcard from Elena Pecci to Aurora Fabiato.,,,,Open Access,,,,On the postcard is depicted a view of riverside Aventino in Rome.,,,1940-04-30,SALT Research,İtalyanca - Italian,Kartpostal - Postcard,Handwritten,2,,,82847,Emiliano Bugatti,,2011-00-00,,,,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/29554
123456789/30561,"City, Society, and Economy / Households and Families / Fabiato / Documents",AFMFB070226,Black and white photo of Elena Pecci.,,,,Open Access,,,,,,,1939-12,SALT Research,İtalyanca - Italian,Fotoğraf - Photograph,Handwritten; Printed,2,,,82838,Çiçek İlengiz,,2011-00-00,,,,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/30561
123456789/30562,"City, Society, and Economy / Households and Families / Fabiato / Documents",AFMFB070234,"Letter from Elena Pecci to Aurora Fabiato about her brother health conditions, a photograph of Aurora with her father and the death of a friend of Aurora’s father.",,,,Open Access,,,,,,,1940-04-30,SALT Research,İtalyanca - Italian,Mektup - Letter,Handwritten,4,,,82846,Emiliano Bugatti,,2011-00-00,,,From Rome,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/30562
123456789/29555,"City, Society, and Economy / Households and Families / Fabiato / Documents",AFMFB070240,Letter from Elena Pecci to Aurora Fabiato about the purchase of her late mother’s villa in Borgo a Buggiano inherited by her younger brother and on her holiday there.,,,,Open Access,,,,,,,1940-09-14,SALT Research,İtalyanca - Italian,Mektup - Letter,Handwritten,8,,,82852,Emiliano Bugatti,,2011-00-00,,,From Borgo a Buggiano (Pistoia),,,,,Purchase,https://archives.saltresearch.org/handle/123456789/29555
123456789/29551,"City, Society, and Economy / Households and Families / Fabiato / Documents",AFMFB070215,"Elena Pecci write to Aurora Fabiato, a few saying about forgiveness and role played by sorrow and death in life.",,,,Open Access,,,,Aurora Fabiato received the letter on 17th of June 1939.,,,1939-06-17,SALT Research,İtalyanca - Italian,Mektup - Letter,Handwritten,4,,,82827,Emiliano Bugatti,,2011-00-00,,,,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/29551
123456789/30563,"City, Society, and Economy / Households and Families / Fabiato / Documents",AFMFB070236,Letter from Elena Pecci to Aurora Fabiato about her brother serious health conditions and about his undergoing surgery.,,,,Open Access,,,,There is a quote of F.Parlati,,,1940-05-21,SALT Research,İtalyanca - Italian,Mektup - Letter,Handwritten,7,,,82848,Emiliano Bugatti,,2011-00-00,,,From Rome,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/30563
123456789/29556,"City, Society, and Economy / Households and Families / Fabiato / Documents",AFMFB070243,Letter from Elena Pecci to Aurora Fabiato about some troubles with purchasing her late mother’s villa in Borgo a Buggiano inherited by her younger brother and about news concerning her relatives.,,,,Open Access,,,,,,,1940-12-13,SALT Research,İtalyanca - Italian,Mektup - Letter,Handwritten,5,,,82855,Emiliano Bugatti,,2011-00-00,,,From Rome,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/29556
123456789/29557,"City, Society, and Economy / Households and Families / Fabiato / Documents",AFMFB070245,Letter from Elena Pecci to Aurora Fabiato about some of her relatives involved as soldier in the Second World War and about sign of contract concerning distribution of Elena Pecci’s mother’s property among heirs.,,,,Open Access,,,,,,,1941-01-04,SALT Research,İtalyanca - Italian,Mektup - Letter,Handwritten,4,,,82857,Emiliano Bugatti,,2011-00-00,,,From Rome,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/29557
123456789/29558,"City, Society, and Economy / Households and Families / Fabiato / Documents",AFMFB070248,"Letter from Elena Pecci to Aurora Fabiato about her niece’s fiancé departure to the Lybian front, her new housekeeper and the distribution of Elena Pecci’s mother’s property among heirs.",,,,Open Access,,,,,,,1941-02-23,SALT Research,İtalyanca - Italian,Mektup - Letter,Handwritten,4,,,82860,Emiliano Bugatti,,2011-00-00,,,From Rome,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/29558
123456789/30564,"City, Society, and Economy / Households and Families / Fabiato / Documents",AFMFB070239,Letter from Elena Pecci to Aurora Fabiato about the definitive distribution of Elena Pecci’s mother’s property among heirs.,,,,Open Access,,,,,,,1940-07-28,SALT Research,İtalyanca - Italian,Mektup - Letter,Handwritten,7,,,82851,Emiliano Bugatti,,2011-00-00,,,From Borgo a Buggiano (Pistoia),,,,,Purchase,https://archives.saltresearch.org/handle/123456789/30564
123456789/30565,"City, Society, and Economy / Households and Families / Fabiato / Documents",AFMFB070241,"Letter from Elena Pecci to Aurora Fabiato about her villa in Borgo a Buggiano, family affairs and news.",,,,Open Access,,,,,,,1940-10-23,SALT Research,İtalyanca - Italian,Mektup - Letter,Handwritten,8,,,82853,Emiliano Bugatti,,2011-00-00,,,From Rome,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/30565
123456789/29559,"City, Society, and Economy / Households and Families / Fabiato / Documents",AFMFB070249,Greeting postcard from Elena Pecci to Aurora Fabiato.,,,,Open Access,,,,On the postcard is depicted the Viminale Palace in Rome.,,,1941-02-23,SALT Research,İtalyanca - Italian,Kartpostal - Postcard,Handwritten,2,,,82861,Emiliano Bugatti,,2011-00-00,,,,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/29559
123456789/30566,"City, Society, and Economy / Households and Families / Fabiato / Documents",AFMFB070244,Christmas greeting postcard from Elena Pecci to Aurora Fabiato.,,,,Open Access,,,,On the postcard is depicted the adoration of Jesus Christ.,,,1940-12-22,SALT Research,İtalyanca - Italian,Kartpostal - Postcard,Handwritten,2,,,82856,Emiliano Bugatti,,2011-00-00,,,,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/30566
123456789/30567,"City, Society, and Economy / Households and Families / Fabiato / Documents",AFMFB070254,Letter from Elena Pecci to Aurora Fabiato about her nose surgery operation.,,,,Open Access,,,,,,,1941-08-02,SALT Research,İtalyanca - Italian,Mektup - Letter,Handwritten,4,,,82866,Emiliano Bugatti,,2011-00-00,,,From Borgo a Buggiano (Pistoia),,,,,Purchase,https://archives.saltresearch.org/handle/123456789/30567
123456789/29560,"City, Society, and Economy / Households and Families / Fabiato / Documents",AFMFB070252,Letter from Elena Pecci to Aurora Fabiato about her health conditions.,,,,Open Access,,,,,,,1941-04-29,SALT Research,İtalyanca - Italian,Mektup - Letter,Handwritten,4,,,82864,Emiliano Bugatti,,2011-00-00,,,From Rome,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/29560
123456789/29561,"City, Society, and Economy / Households and Families / Fabiato / Documents",AFMFB070261,Letter from Elena Pecci to Aurora Fabiato about her niece’s fiancé at the front and about Aurora Fabiato’s research of information concerning her uncle in Athens.,,,,Open Access,,,,,,,1942-01-05,SALT Research,İtalyanca - Italian,Mektup - Letter,Handwritten,2,,,82873,Emiliano Bugatti,,2011-00-00,,,From Rome,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/29561
123456789/29562,"City, Society, and Economy / Households and Families / Fabiato / Documents",AFMFB070267,Letter from Luisa Pandolfi to Aurora Fabiato about Elena Pecci’s health conditions and the probable reason of the failed delivery of Elena Pecci’s letters to Istanbul.,,,,Open Access,,,,In the letter are mentioned the procedures of postal censorship.,,,1942-07-27,SALT Research,İtalyanca - Italian,Mektup - Letter,Handwritten,2,,,82879,Emiliano Bugatti,,2011-00-00,,,,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/29562
123456789/30568,"City, Society, and Economy / Households and Families / Fabiato / Documents",AFMFB070255,"Letter from Elena Pecci to Aurora Fabiato about renovations in her villa in Borgo a Buggiano, her housekeeper and her nose surgery operation.",,,,Open Access,,,,,,,1941-09-03,SALT Research,İtalyanca - Italian,Mektup - Letter,Handwritten,4,,,82867,Emiliano Bugatti,,2011-00-00,,,From Borgo a Buggiano (Pistoia),,,,,Purchase,https://archives.saltresearch.org/handle/123456789/30568
123456789/29564,"City, Society, and Economy / Households and Families / Fabiato / Documents",AFMFB070274,Gemma Fabiato’s note,,,,Open Access,,,,,,,,SALT Research,Fransızca - French,Not - Note,Handwritten,1,,,82886,Emiliano Bugatti,,2011-00-00,,,,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/29564
123456789/29565,"City, Society, and Economy / Households and Families / Fabiato / Documents",AFMFB070277,Fragment of draft letter about a medical issue addressed to a member of Fabiato family.,,,,Open Access,,,,The letter is signed ‘Ton Oncle’.,,,,SALT Research,Fransızca - French,Mektup - Letter,Typewritten,2,,,82889,Emiliano Bugatti,,2011-00-00,,,,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/29565
123456789/30569,"City, Society, and Economy / Households and Families / Fabiato / Documents",AFMFB070256,"Letter from Elena Pecci to Aurora Fabiato about renovations in her villa in Borgo a Buggiano, her new housekeeper and her sister and niece visit in Rome.",,,,Open Access,,,,,,,1941-10-11,SALT Research,İtalyanca - Italian,Mektup - Letter,Handwritten,4,,,82868,Emiliano Bugatti,,2011-00-00,,,From Rome,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/30569
123456789/30570,"City, Society, and Economy / Households and Families / Fabiato / Documents",AFMFB070260,Letter of appreciation from Luisa Pandolfi to Aurora Fabiato for Christmas Greetings and concerning Luisa Pandolfi’s son-in-law at the African front.,,,,Open Access,,,,,,,1942-01-03,SALT Research,İtalyanca - Italian,Mektup - Letter,Handwritten,2,,,82872,Emiliano Bugatti,,2011-00-00,,,From Florence,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/30570
123456789/30571,"City, Society, and Economy / Households and Families / Fabiato / Documents",AFMFB070262,"Letter from Elena Pecci to Aurora Fabiato about her housekeeper, her niece’s fiancé at the front and about Aurora Fabiato’s research of information concerning her uncle in Athens.",,,,Open Access,,,,,,,1942-01-27,SALT Research,İtalyanca - Italian,Mektup - Letter,Handwritten,4,,,82874,Emiliano Bugatti,,2011-00-00,,,From Rome,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/30571
123456789/30572,"City, Society, and Economy / Households and Families / Fabiato / Documents",AFMFB070264,"Letter from Elena Pecci to Aurora Fabiato about her housekeeper, her niece’s fiancé at the front and about Aurora Fabiato’s research of information concerning her uncle in Athens.",,,,Open Access,,,,In the letter is mentioned the postal censorship.,,,1942-02-25,SALT Research,İtalyanca - Italian,Mektup - Letter,Handwritten,4,,,82876,Francesco Malfatti,,2011-00-00,,,From Rome,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/30572
123456789/29566,"City, Society, and Economy / Households and Families / Fabiato / Documents",AFMFB074,Arbre généalogique d'Antoine Guiliani et Tereza Azemoğlu.,,,,Open Access,,,,,,,,SALT Research,İtalyanca - Italian,Kupür - Clipping,"7,5-12,3 cm; Printed",4,,,82894,Emiliano Bugatti,,2011-00-00,,,,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/29566
123456789/29569,"City, Society, and Economy / Households and Families / Fabiato / Documents",AFMFB082014,"Spiridon Fabiato’s payment receipt for the Italian magazine ‘Il Messaggero degli Italiani’, signed by the magazine director Baldini.",,,,Open Access,,,,,,,1939-02-13,SALT Research,İtalyanca - Italian,Makbuz - Receipt,"16,5-14,5 cm; Handwritten; Printed",1,,,82915,Francesco Malfatti,,2011-00-00,,,Istanbul,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/29569
123456789/30573,"City, Society, and Economy / Households and Families / Fabiato / Documents",AFMFB070265,"Letter from Elena Pecci to Aurora Fabiato about her housekeeper, her niece’s fiancé at the front and Easter greetings.",,,,Open Access,,,,In the letter is mentioned  the female employment in factories and offices during the war.,,,1942-03-20,SALT Research,İtalyanca - Italian,Mektup - Letter,Handwritten,4,,,82877,Emiliano Bugatti,,2011-00-00,,,From Rome,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/30573
123456789/30574,"City, Society, and Economy / Households and Families / Fabiato / Documents",AFMFB070266,"Letter from Elena Pecci to Aurora Fabiato about her housekeepers, two of her nieces’ visit in Rome and Easter greetings.",,,,Open Access,,,,,,,1942-03-29,SALT Research,İtalyanca - Italian,Mektup - Letter,Handwritten,4,,,82878,Emiliano Bugatti,,2011-00-00,,,From Rome,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/30574
123456789/30575,"City, Society, and Economy / Households and Families / Fabiato / Documents",AFMFB070275,Partial draft letter from Aurora Fabiato to Elena Pecci about her Italian citizenship attainment process.,,,,Open Access,,,,,,,,SALT Research,Fransızca - French,Mektup - Letter,Handwritten,1,,,82887,Çiçek İlengiz,,2011-00-00,,,,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/30575
123456789/29571,"City, Society, and Economy / Households and Families / Fabiato / Documents",AFMFB083009,Ticket with Greek stamp and the names Fabiato and Andreu Lagrud.,,,,Open Access,,,,,,,,SALT Research,Yunanca - Greek,Bilet - Ticket,"7-6,5 cm; Handwritten",1,,,82925,Francesco Malfatti,,2011-00-00,,,,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/29571
123456789/30576,"City, Society, and Economy / Households and Families / Fabiato / Documents",AFMFB070276,Draft poem copied by Aurora Fabiato titled  La vita .,,,,Open Access,,,,,,,,SALT Research,İtalyanca - Italian,Not - Note,Handwritten,1,,,82888,Emiliano Bugatti,,2011-00-00,,,,,,,,Purchase,https://archives.saltresearch.org/handle/123456789/30576
